Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Slowking,"Oblivious, Own Tempo, Regenerator",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,490,70.0,80,2.0,95,199,100,110,30,Agua,Psíquico,79.5,2,0
Misdreavus,Levitación,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,435,45.0,60,0.7,60,200,85,85,85,Fantasma,,1.0,2,0
Unown,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,336,225.0,48,0.5,48,201,72,48,48,Psíquico,,5.0,2,0
Wobbuffet,"Shadow Tag, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,405,45.0,58,1.3,190,202,33,58,33,Psíquico,,28.5,2,0
Girafarig,"Inner Focus, Madrugar, Sap Sipper",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,455,60.0,65,1.5,70,203,90,65,85,Normal,Psíquico,41.5,2,0
Pineco,"Robustez, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,290,190.0,90,0.6,50,204,35,35,15,Bicho,,7.2,2,0
Forretress,"Robustez, Overcoat",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,465,75.0,140,1.2,75,205,60,60,40,Bicho,Acero,125.8,2,0
Dunsparce,"Serene Grace, Fuga, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,415,190.0,70,1.5,100,206,65,65,45,Normal,,14.0,2,0
Gligar,"Hyper Cutter, Velo Arena, Immunity",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,430,60.0,105,1.1,65,207,35,65,85,Tierra,Volador,64.8,2,0
Steelix,"Rock Head, Robustez, Sheer Force",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,610,25.0,230,9.2,75,208,55,95,30,Acero,Tierra,400.0,2,0
Snubbull,"Intimidación, Fuga, Rattled",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,300,190.0,50,0.6,60,209,40,40,30,Hada,,7.8,2,0
Granbull,"Intimidación, Quick Feet, Rattled",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,450,75.0,75,1.4,90,210,60,60,45,Hada,,48.7,2,0
Qwilfish,"Poison Point, Swift Swim, Intimidación",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,440,45.0,85,0.5,65,211,55,55,85,Agua,Veneno,3.9,2,0
Scizor,"Enjambre, Technician, Light Metal",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,600,25.0,140,1.8,70,212,65,100,75,Bicho,Acero,118.0,2,0
Shuckle,"Robustez, Gluttony, Contrary",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,505,190.0,230,0.6,20,213,10,230,5,Bicho,Roca,20.5,2,0
Heracross,"Enjambre, Agallas, Moxie",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,600,45.0,115,1.5,80,214,40,105,75,Bicho,Lucha,54.0,2,0
Sneasel,"Inner Focus, Vista Lince, Pickpocket",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,430,60.0,55,0.9,55,215,35,75,115,Siniestro,Hielo,28.0,2,0
Teddiursa,"Pickup, Quick Feet, Honey Gather",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,330,120.0,50,0.6,60,216,50,50,40,Normal,,8.8,2,0
Ursaring,"Agallas, Quick Feet, Unnerve",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,500,60.0,75,1.8,90,217,75,75,55,Normal,,125.8,2,0
Slugma,"Magma Armor, Flame Body, Weak Armor",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,250,190.0,40,0.7,40,218,70,40,20,Fuego,,35.0,2,0
Magcargo,"Magma Armor, Flame Body, Weak Armor",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,430,75.0,120,0.8,60,219,90,80,30,Fuego,Roca,55.0,2,0
Swinub,"Oblivious, Snow Cloak, Thick Fat",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,250,225.0,40,0.4,50,220,30,30,50,Hielo,Tierra,6.5,2,0
Piloswine,"Oblivious, Snow Cloak, Thick Fat",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,450,75.0,80,1.1,100,221,60,60,50,Hielo,Tierra,55.8,2,0
Corsola,"Hustle, Cura Natural, Regenerator",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,410,60.0,95,0.6,65,222,65,95,35,Agua,Roca,5.0,2,0
Remoraid,"Hustle, Francotirador, Moody",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,300,190.0,35,0.6,35,223,65,35,65,Agua,,12.0,2,0
Octillery,"Suction Cups, Francotirador, Moody",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,480,75.0,75,0.9,75,224,105,75,45,Agua,,28.5,2,0
Delibird,"Vital Spirit, Hustle, Insomnio",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,330,45.0,45,0.9,45,225,65,45,75,Hielo,Volador,16.0,2,0
Mantine,"Swift Swim, Water Absorb, Water Veil",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,485,25.0,70,2.1,85,226,80,140,70,Agua,Volador,220.0,2,0
Skarmory,"Vista Lince, Robustez, Weak Armor",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,465,25.0,140,1.7,65,227,40,70,70,Acero,Volador,50.5,2,0
Houndour,"Madrugar, Flash Fire, Unnerve",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,330,120.0,30,0.6,45,228,80,50,65,Siniestro,Fuego,10.8,2,0
Houndoom,"Madrugar, Flash Fire, Unnerve",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,600,45.0,90,1.4,75,229,140,90,115,Siniestro,Fuego,35.0,2,0
Kingdra,"Swift Swim, Francotirador, Humedad",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,540,45.0,95,1.8,75,230,95,95,85,Agua,Dragón,152.0,2,0
Phanpy,"Pickup, Velo Arena",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,330,120.0,60,0.5,90,231,40,40,40,Tierra,,33.5,2,0
Donphan,"Robustez, Velo Arena",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,500,60.0,120,1.1,90,232,60,60,50,Tierra,,120.0,2,0
Porygon2,"Trace, Download, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,515,45.0,90,0.6,85,233,105,95,60,Normal,,32.5,2,0
Stantler,"Intimidación, Frisk, Sap Sipper",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,465,45.0,62,1.4,73,234,85,65,85,Normal,,71.2,2,0
Smeargle,"Own Tempo, Technician, Moody",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,250,45.0,35,1.2,55,235,20,45,75,Normal,,58.0,2,0
Tyrogue,"Agallas, Steadfast, Vital Spirit",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,210,75.0,35,0.7,35,236,35,35,35,Lucha,,21.0,2,0
Hitmontop,"Intimidación, Technician, Steadfast",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,455,45.0,95,1.4,50,237,35,110,70,Lucha,,48.0,2,0
Smoochum,"Oblivious, Forewarn, Hydration",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,305,45.0,15,0.4,45,238,85,65,65,Hielo,Psíquico,6.0,2,0
Elekid,"Electricidad Estática, Vital Spirit",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,360,45.0,37,0.6,45,239,65,55,95,Eléctrico,,23.5,2,0
Magby,"Flame Body, Vital Spirit",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,365,45.0,37,0.7,45,240,70,55,83,Fuego,,21.4,2,0
Miltank,"Thick Fat, Scrappy, Sap Sipper",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,490,45.0,105,1.2,95,241,40,70,100,Normal,,75.5,2,0
Blissey,"Cura Natural, Serene Grace, Healer",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,540,30.0,10,1.5,255,242,75,135,55,Normal,,46.8,2,0
Raikou,"Pressure, Inner Focus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,580,3.0,75,1.9,90,243,115,100,115,Eléctrico,,178.0,2,1
Entei,"Pressure, Inner Focus",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,580,3.0,85,2.1,115,244,90,75,100,Fuego,,198.0,2,1
Suicune,"Pressure, Inner Focus",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,580,3.0,115,2.0,100,245,90,115,85,Agua,,187.0,2,1
Larvitar,"Agallas, Velo Arena",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,300,45.0,50,0.6,50,246,45,50,41,Roca,Tierra,72.0,2,0
Pupitar,Mudar,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,410,45.0,70,1.2,70,247,65,70,51,Roca,Tierra,152.0,2,0
Tyranitar,"Sand Stream, Unnerve",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,700,45.0,150,2.0,100,248,95,120,71,Roca,Siniestro,202.0,2,0
Lugia,"Pressure, Multiscale",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,680,3.0,130,5.2,106,249,90,154,110,Psíquico,Volador,216.0,2,1
Ho-Oh,"Pressure, Regenerator",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,680,3.0,90,3.8,106,250,110,154,90,Fuego,Volador,199.0,2,1
Celebi,Cura Natural,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,600,45.0,100,0.6,100,251,100,100,100,Psíquico,Planta,5.0,2,1
Treecko,"Espesura, Unburden",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,310,45.0,35,0.5,40,252,65,55,70,Planta,,5.0,3,0
Grovyle,"Espesura, Unburden",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,405,45.0,45,0.9,50,253,85,65,95,Planta,,21.6,3,0
Sceptile,"Espesura, Unburden",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,630,45.0,75,1.7,70,254,145,85,145,Planta,,52.2,3,0
Torchic,"Mar Llamas, Speed Boost",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,310,45.0,40,0.4,45,255,70,50,45,Fuego,,2.5,3,0
Combusken,"Mar Llamas, Speed Boost",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,405,45.0,60,0.9,60,256,85,60,55,Fuego,Lucha,19.5,3,0
Blaziken,"Mar Llamas, Speed Boost",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,630,45.0,80,1.9,80,257,130,80,100,Fuego,Lucha,52.0,3,0
Mudkip,"Torrente, Humedad",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,310,45.0,50,0.4,50,258,50,50,40,Agua,,7.6,3,0
Marshtomp,"Torrente, Humedad",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,405,45.0,70,0.7,70,259,60,70,50,Agua,Tierra,28.0,3,0
Swampert,"Torrente, Humedad",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,635,45.0,110,1.5,100,260,95,110,70,Agua,Tierra,81.9,3,0
Poochyena,"Fuga, Quick Feet, Rattled",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,220,255.0,35,0.5,35,261,30,30,35,Siniestro,,13.6,3,0
Mightyena,"Intimidación, Quick Feet, Moxie",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,420,127.0,70,1.0,70,262,60,60,70,Siniestro,,37.0,3,0
Zigzagoon,"Pickup, Gluttony, Quick Feet",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,240,255.0,41,0.4,38,263,30,41,60,Normal,,17.5,3,0
Linoone,"Pickup, Gluttony, Quick Feet",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,420,90.0,61,0.5,78,264,50,61,100,Normal,,32.5,3,0
Wurmple,"Polvo Escudo, Fuga",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,195,255.0,35,0.3,45,265,20,30,20,Bicho,,3.6,3,0
Silcoon,Mudar,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,205,120.0,55,0.6,50,266,25,25,15,Bicho,,10.0,3,0
Beautifly,"Enjambre, Rivalry",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,395,45.0,50,1.0,60,267,100,50,65,Bicho,Volador,28.4,3,0
Cascoon,Mudar,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,205,120.0,55,0.7,50,268,25,25,15,Bicho,,11.5,3,0
Dustox,"Polvo Escudo, Ojo Compuesto",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,385,45.0,70,1.2,60,269,50,90,65,Bicho,Veneno,31.6,3,0
Lotad,"Swift Swim, Cura Lluvia, Own Tempo",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,220,255.0,30,0.5,40,270,40,50,30,Agua,Planta,2.6,3,0
Lombre,"Swift Swim, Cura Lluvia, Own Tempo",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,340,120.0,50,1.2,60,271,60,70,50,Agua,Planta,32.5,3,0
Ludicolo,"Swift Swim, Cura Lluvia, Own Tempo",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,480,45.0,70,1.5,80,272,90,100,70,Agua,Planta,55.0,3,0
Seedot,"Clorofila, Madrugar, Pickpocket",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,220,255.0,50,0.5,40,273,30,30,30,Planta,,4.0,3,0
Nuzleaf,"Clorofila, Madrugar, Pickpocket",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,340,120.0,40,1.0,70,274,60,40,60,Planta,Siniestro,28.0,3,0
Shiftry,"Clorofila, Madrugar, Pickpocket",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,480,45.0,60,1.3,90,275,90,60,80,Planta,Siniestro,59.6,3,0
Taillow,"Agallas, Scrappy",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,270,200.0,30,0.3,40,276,30,30,85,Normal,Volador,2.3,3,0
Swellow,"Agallas, Scrappy",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,455,45.0,60,0.7,60,277,75,50,125,Normal,Volador,19.8,3,0
Wingull,"Vista Lince, Hydration, Cura Lluvia",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,270,190.0,30,0.6,40,278,55,30,85,Agua,Volador,9.5,3,0
Pelipper,"Vista Lince, Drizzle, Cura Lluvia",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,440,45.0,100,1.2,60,279,95,70,65,Agua,Volador,28.0,3,0
Ralts,"Synchronize, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,198,235.0,25,0.4,28,280,45,35,40,Psíquico,Hada,6.6,3,0
Kirlia,"Synchronize, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,278,120.0,35,0.8,38,281,65,55,50,Psíquico,Hada,20.2,3,0
Gardevoir,"Synchronize, Trace, Telepathy",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,618,45.0,65,1.6,68,282,165,135,100,Psíquico,Hada,48.4,3,0
Surskit,"Swift Swim, Cura Lluvia",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,269,200.0,32,0.5,40,283,50,52,65,Bicho,Agua,1.7,3,0
Masquerain,"Intimidación, Unnerve",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,454,75.0,62,0.8,70,284,100,82,80,Bicho,Volador,3.6,3,0
Shroomish,"Effect Spore, Poison Heal, Quick Feet",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,295,255.0,60,0.4,60,285,40,60,35,Planta,,4.5,3,0
Breloom,"Effect Spore, Poison Heal, Technician",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,460,90.0,80,1.2,60,286,60,60,70,Planta,Lucha,39.2,3,0
Slakoth,Truant,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,280,255.0,60,0.8,60,287,35,35,30,Normal,,24.0,3,0
Vigoroth,Vital Spirit,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,440,120.0,80,1.4,80,288,55,55,90,Normal,,46.5,3,0
Slaking,Truant,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,670,45.0,100,2.0,150,289,95,65,100,Normal,,130.5,3,0
Nincada,"Ojo Compuesto, Fuga",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,266,255.0,90,0.5,31,290,30,30,40,Bicho,Tierra,5.5,3,0
Ninjask,"Speed Boost, Infiltrator",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,456,120.0,45,0.8,61,291,50,50,160,Bicho,Volador,12.0,3,0
Shedinja,Wonder Guard,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,236,45.0,45,0.8,1,292,30,30,40,Bicho,Fantasma,1.2,3,0
Whismur,"Soundproof, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,240,190.0,23,0.6,64,293,51,23,28,Normal,,16.3,3,0
Loudred,"Soundproof, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,360,120.0,43,1.0,84,294,71,43,48,Normal,,40.5,3,0
Exploud,"Soundproof, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,490,45.0,63,1.5,104,295,91,73,68,Normal,,84.0,3,0
Makuhita,"Thick Fat, Agallas, Sheer Force",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,237,180.0,30,1.0,72,296,20,30,25,Lucha,,86.4,3,0
Hariyama,"Thick Fat, Agallas, Sheer Force",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,474,200.0,60,2.3,144,297,40,60,50,Lucha,,253.8,3,0
Azurill,"Thick Fat, Huge Power, Sap Sipper",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,190,150.0,40,0.2,50,298,20,40,20,Normal,Hada,2.0,3,0
Nosepass,"Robustez, Magnet Pull, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,375,255.0,135,1.0,30,299,45,90,30,Roca,,97.0,3,0
Skitty,"Cute Charm, Normalize, Wonder Skin",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,260,255.0,45,0.6,50,300,35,35,50,Normal,,11.0,3,0
