Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,Pasos Eclosión,Felicidad Base,Total Estadísticas,Ratio de Captura,Categoría,Defensa,Crecimiento Experiencia,Altura (m),PS,Porcentaje Macho,Número Pokedex,Ataque Especial,Defensa Especial,Velocidad,Tipo 1,Tipo 2,Peso (kg),Generación,Es Legendario
Natu,"Sincronía, Early Bird, Magic Bounce",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,5120,70,320,190,Little Bird,45,1000000,0.2,40,50.0,177,70,45,70,Psíquico,Volador,2.0,2,0
Xatu,"Sincronía, Early Bird, Magic Bounce",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,75,Mystic,70,1000000,1.5,65,50.0,178,95,70,95,Psíquico,Volador,15.0,2,0
Mareep,"Electricidad Estática, Plus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,280,235,Wool,40,1059860,0.6,55,50.0,179,65,45,35,Eléctrico,,7.8,2,0
Flaaffy,"Electricidad Estática, Plus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,365,120,Wool,55,1059860,0.8,70,50.0,180,80,60,45,Eléctrico,,13.3,2,0
Ampharos,"Electricidad Estática, Plus",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,5120,70,610,45,Light,105,1059860,1.4,90,50.0,181,165,110,45,Eléctrico,,61.5,2,0
Bellossom,"Clorofila, Healer",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,5120,70,490,45,Flower,95,1059860,0.4,75,50.0,182,90,100,50,Planta,,5.8,2,0
Marill,"Thick Fat, Huge Power, Sap Sipper",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,2560,70,250,190,Aquamouse,50,800000,0.4,70,50.0,183,20,50,40,Agua,Hada,8.5,2,0
Azumarill,"Thick Fat, Huge Power, Sap Sipper",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,2560,70,420,75,Aquarabbit,80,800000,0.8,100,50.0,184,60,80,50,Agua,Hada,28.5,2,0
Sudowoodo,"Firmeza, Rock Head, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,5120,70,410,65,Imitation,115,1000000,1.2,70,50.0,185,30,65,30,Roca,,38.0,2,0
Politoed,"Water Absorb, Damp, Drizzle",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,500,45,Frog,75,1059860,1.1,90,50.0,186,90,100,70,Agua,,33.9,2,0
Hoppip,"Clorofila, Leaf Guard, Infiltrator",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,5120,70,250,255,Cottonweed,40,1059860,0.4,35,50.0,187,35,55,50,Planta,Volador,0.5,2,0
Skiploom,"Clorofila, Leaf Guard, Infiltrator",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,5120,70,340,120,Cottonweed,50,1059860,0.6,55,50.0,188,45,65,80,Planta,Volador,1.0,2,0
Jumpluff,"Clorofila, Leaf Guard, Infiltrator",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,5120,70,460,45,Cottonweed,70,1059860,0.8,75,50.0,189,55,95,110,Planta,Volador,3.0,2,0
Aipom,"Run Away, Pickup, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,360,45,Long Tail,55,800000,0.8,55,50.0,190,40,55,85,Normal,,11.5,2,0
Sunkern,"Clorofila, Poder Solar, Early Bird",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,180,235,Semilla,30,1059860,0.3,30,50.0,191,30,30,30,Planta,,1.8,2,0
Sunflora,"Clorofila, Poder Solar, Early Bird",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,425,120,Sun,55,1059860,0.8,75,50.0,192,105,85,30,Planta,,8.5,2,0
Yanma,"Speed Boost, Ojo Compuesto, Frisk",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,5120,70,390,75,Clear Wing,45,1000000,1.2,65,50.0,193,75,45,95,Bicho,Volador,38.0,2,0
Wooper,"Damp, Water Absorb, Unaware",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,5120,70,210,255,Water Fish,45,1000000,0.4,55,50.0,194,25,25,15,Agua,Tierra,8.5,2,0
Quagsire,"Damp, Water Absorb, Unaware",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,430,90,Water Fish,85,1000000,1.4,95,50.0,195,65,65,35,Agua,Tierra,75.0,2,0
Espeon,"Sincronía, Magic Bounce",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,8960,70,525,45,Sun,60,1000000,0.9,65,88.1,196,130,95,110,Psíquico,,26.5,2,0
Umbreon,"Sincronía, Foco Interno",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,8960,35,525,45,Moonlight,110,1000000,1.0,95,88.1,197,60,130,65,Siniestro,,27.0,2,0
Murkrow,"Insomnia, Super Luck, Prankster",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,5120,35,405,30,Darkness,42,1059860,0.5,60,50.0,198,85,42,91,Siniestro,Volador,2.1,2,0
Slowking,"Despiste, Ritmo Propio, Regenerator",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,490,70,Royal,80,1000000,2.0,95,50.0,199,100,110,30,Agua,Psíquico,79.5,2,0
Misdreavus,Levitación,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,435,45,Screech,60,800000,0.7,60,50.0,200,85,85,85,Fantasma,,1.0,2,0
Unown,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,10240,70,336,225,Symbol,48,1000000,0.5,48,,201,72,48,48,Psíquico,,5.0,2,0
Wobbuffet,"Shadow Tag, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,5120,70,405,45,Patient,58,1000000,1.3,190,50.0,202,33,58,33,Psíquico,,28.5,2,0
Girafarig,"Foco Interno, Early Bird, Sap Sipper",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,5120,70,455,60,Long Neck,65,1000000,1.5,70,50.0,203,90,65,85,Normal,Psíquico,41.5,2,0
Pineco,"Firmeza, Overcoat",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,70,290,190,Bagworm,90,1000000,0.6,50,50.0,204,35,35,15,Bicho,,7.2,2,0
Forretress,"Firmeza, Overcoat",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,5120,70,465,75,Bagworm,140,1000000,1.2,75,50.0,205,60,60,40,Bicho,Acero,125.8,2,0
Dunsparce,"Serene Grace, Run Away, Rattled",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,415,190,Land Snake,70,1000000,1.5,100,50.0,206,65,65,45,Normal,,14.0,2,0
Gligar,"Hyper Cutter, Sand Veil, Immunity",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,5120,70,430,60,Flyscorpion,105,1059860,1.1,65,50.0,207,35,65,85,Tierra,Volador,64.8,2,0
Steelix,"Rock Head, Firmeza, Sheer Force",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,6400,70,610,25,Iron Snake,230,1000000,9.2,75,50.0,208,55,95,30,Acero,Tierra,400.0,2,0
Snubbull,"Intimidación, Run Away, Rattled",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,300,190,Hada,50,800000,0.6,60,24.6,209,40,40,30,Hada,,7.8,2,0
Granbull,"Intimidación, Quick Feet, Rattled",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,5120,70,450,75,Hada,75,800000,1.4,90,24.6,210,60,60,45,Hada,,48.7,2,0
Qwilfish,"Poison Point, Swift Swim, Intimidación",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,5120,70,440,45,Globo,85,1000000,0.5,65,50.0,211,55,55,85,Agua,Veneno,3.9,2,0
Scizor,"Enjambre, Technician, Light Metal",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,6400,70,600,25,Pincer,140,1000000,1.8,70,50.0,212,65,100,75,Bicho,Acero,118.0,2,0
Shuckle,"Firmeza, Gluttony, Contrary",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,5120,70,505,190,Mold,230,1059860,0.6,20,50.0,213,10,230,5,Bicho,Roca,20.5,2,0
Heracross,"Enjambre, Agallas, Moxie",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,6400,70,600,45,Singlehorn,115,1250000,1.5,80,50.0,214,40,105,75,Bicho,Lucha,54.0,2,0
Sneasel,"Foco Interno, Vista Lince, Pickpocket",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,5120,35,430,60,Sharp Claw,55,1059860,0.9,55,50.0,215,35,75,115,Siniestro,Hielo,28.0,2,0
Teddiursa,"Pickup, Quick Feet, Honey Gather",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,330,120,Little Bear,50,1000000,0.6,60,50.0,216,50,50,40,Normal,,8.8,2,0
Ursaring,"Agallas, Quick Feet, Unnerve",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,5120,70,500,60,Hibernator,75,1000000,1.8,90,50.0,217,75,75,55,Normal,,125.8,2,0
Slugma,"Magma Armor, Flame Body, Weak Armor",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,5120,70,250,190,Lava,40,1000000,0.7,40,50.0,218,70,40,20,Fuego,,35.0,2,0
Magcargo,"Magma Armor, Flame Body, Weak Armor",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,5120,70,430,75,Lava,120,1000000,0.8,60,50.0,219,90,80,30,Fuego,Roca,55.0,2,0
Swinub,"Despiste, Snow Cloak, Thick Fat",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,5120,70,250,225,Pig,40,1250000,0.4,50,50.0,220,30,30,50,Hielo,Tierra,6.5,2,0
Piloswine,"Despiste, Snow Cloak, Thick Fat",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,5120,70,450,75,Swine,80,1250000,1.1,100,50.0,221,60,60,50,Hielo,Tierra,55.8,2,0
Corsola,"Hustle, Cura Natural, Regenerator",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,5120,70,410,60,Coral,95,800000,0.6,65,24.6,222,65,95,35,Agua,Roca,5.0,2,0
Remoraid,"Hustle, Sniper, Moody",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,300,190,Jet,35,1000000,0.6,35,50.0,223,65,35,65,Agua,,12.0,2,0
Octillery,"Suction Cups, Sniper, Moody",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,480,75,Jet,75,1000000,0.9,75,50.0,224,105,75,45,Agua,,28.5,2,0
Delibird,"Vital Spirit, Hustle, Insomnia",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,55,5120,70,330,45,Delivery,45,800000,0.9,45,50.0,225,65,45,75,Hielo,Volador,16.0,2,0
Mantine,"Swift Swim, Water Absorb, Water Veil",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,40,6400,70,485,25,Kite,70,1250000,2.1,85,50.0,226,80,140,70,Agua,Volador,220.0,2,0
Skarmory,"Vista Lince, Firmeza, Weak Armor",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,25,Armor Bird,140,1250000,1.7,65,50.0,227,40,70,70,Acero,Volador,50.5,2,0
Houndour,"Early Bird, Flash Fire, Unnerve",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,60,5120,35,330,120,Dark,30,1250000,0.6,45,50.0,228,80,50,65,Siniestro,Fuego,10.8,2,0
Houndoom,"Early Bird, Flash Fire, Unnerve",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,90,5120,35,600,45,Dark,90,1250000,1.4,75,50.0,229,140,90,115,Siniestro,Fuego,35.0,2,0
Kingdra,"Swift Swim, Sniper, Damp",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,45,Dragon,95,1000000,1.8,75,50.0,230,95,95,85,Agua,Dragón,152.0,2,0
Phanpy,"Pickup, Sand Veil",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,60,5120,70,330,120,Long Nose,60,1000000,0.5,90,50.0,231,40,40,40,Tierra,,33.5,2,0
Donphan,"Firmeza, Sand Veil",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,120,5120,70,500,60,Armor,120,1000000,1.1,90,50.0,232,60,60,50,Tierra,,120.0,2,0
Porygon2,"Trace, Download, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,45,Virtual,90,1000000,0.6,85,,233,105,95,60,Normal,,32.5,2,0
Stantler,"Intimidación, Frisk, Sap Sipper",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,5120,70,465,45,Big Horn,62,1250000,1.4,73,50.0,234,85,65,85,Normal,,71.2,2,0
Smeargle,"Ritmo Propio, Technician, Moody",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,5120,70,250,45,Painter,35,800000,1.2,55,50.0,235,20,45,75,Normal,,58.0,2,0
Tyrogue,"Agallas, Steadfast, Vital Spirit",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,35,6400,70,210,75,Scuffle,35,1000000,0.7,35,100.0,236,35,35,35,Lucha,,21.0,2,0
Hitmontop,"Intimidación, Technician, Steadfast",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,95,6400,70,455,45,Handstand,95,1000000,1.4,50,100.0,237,35,110,70,Lucha,,48.0,2,0
Smoochum,"Despiste, Forewarn, Hydration",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,30,6400,70,305,45,Kiss,15,1000000,0.4,45,0.0,238,85,65,65,Hielo,Psíquico,6.0,2,0
Elekid,"Electricidad Estática, Vital Spirit",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,63,6400,70,360,45,Electric,37,1000000,0.6,45,75.4,239,65,55,95,Eléctrico,,23.5,2,0
Magby,"Flame Body, Vital Spirit",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,75,6400,70,365,45,Live Coal,37,1000000,0.7,45,75.4,240,70,55,83,Fuego,,21.4,2,0
Miltank,"Thick Fat, Scrappy, Sap Sipper",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,45,Milk Cow,105,1250000,1.2,95,0.0,241,40,70,100,Normal,,75.5,2,0
Blissey,"Cura Natural, Serene Grace, Healer",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,30,Happiness,10,800000,1.5,255,0.0,242,75,135,55,Normal,,46.8,2,0
Raikou,"Presión, Foco Interno",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,20480,35,580,3,Thunder,75,1250000,1.9,90,,243,115,100,115,Eléctrico,,178.0,2,1
Entei,"Presión, Foco Interno",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,115,20480,35,580,3,Volcano,85,1250000,2.1,115,,244,90,75,100,Fuego,,198.0,2,1
Suicune,"Presión, Foco Interno",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,20480,35,580,3,Aurora,115,1250000,2.0,100,,245,90,115,85,Agua,,187.0,2,1
Larvitar,"Agallas, Sand Veil",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,64,10240,35,300,45,Rock Skin,50,1250000,0.6,50,50.0,246,45,50,41,Roca,Tierra,72.0,2,0
Pupitar,Mudar,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,84,10240,35,410,45,Hard Shell,70,1250000,1.2,70,50.0,247,65,70,51,Roca,Tierra,152.0,2,0
Tyranitar,"Sand Stream, Unnerve",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,45,Armor,150,1250000,2.0,100,50.0,248,95,120,71,Roca,Siniestro,202.0,2,0
Lugia,"Presión, Multiscale",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,3,Diving,130,1250000,5.2,106,,249,90,154,110,Psíquico,Volador,216.0,2,1
Ho-Oh,"Presión, Regenerator",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,3,Rainbow,90,1250000,3.8,106,,250,110,154,90,Fuego,Volador,199.0,2,1
Celebi,Cura Natural,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,45,Time Travel,100,1059860,0.6,100,,251,100,100,100,Psíquico,Planta,5.0,2,1
Treecko,"Espesura, Unburden",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,310,45,Wood Gecko,35,1059860,0.5,40,88.1,252,65,55,70,Planta,,5.0,3,0
Grovyle,"Espesura, Unburden",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,70,405,45,Wood Gecko,45,1059860,0.9,50,88.1,253,85,65,95,Planta,,21.6,3,0
Sceptile,"Espesura, Unburden",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,5120,70,630,45,Forest,75,1059860,1.7,70,88.1,254,145,85,145,Planta,,52.2,3,0
Torchic,"Mar Llamas, Speed Boost",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,60,5120,70,310,45,Chick,40,1059860,0.4,45,88.1,255,70,50,45,Fuego,,2.5,3,0
Combusken,"Mar Llamas, Speed Boost",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,85,5120,70,405,45,Young Fowl,60,1059860,0.9,60,88.1,256,85,60,55,Fuego,Lucha,19.5,3,0
Blaziken,"Mar Llamas, Speed Boost",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,45,Blaze,80,1059860,1.9,80,88.1,257,130,80,100,Fuego,Lucha,52.0,3,0
Mudkip,"Torrente, Damp",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,5120,70,310,45,Mud Fish,50,1059860,0.4,50,88.1,258,50,50,40,Agua,,7.6,3,0
Marshtomp,"Torrente, Damp",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,405,45,Mud Fish,70,1059860,0.7,70,88.1,259,60,70,50,Agua,Tierra,28.0,3,0
Swampert,"Torrente, Damp",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,45,Mud Fish,110,1059860,1.5,100,88.1,260,95,110,70,Agua,Tierra,81.9,3,0
Poochyena,"Run Away, Quick Feet, Rattled",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,3840,70,220,255,Bite,35,1000000,0.5,35,50.0,261,30,30,35,Siniestro,,13.6,3,0
Mightyena,"Intimidación, Quick Feet, Moxie",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,3840,70,420,127,Bite,70,1000000,1.0,70,50.0,262,60,60,70,Siniestro,,37.0,3,0
Zigzagoon,"Pickup, Gluttony, Quick Feet",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,3840,70,240,255,Tiny Racoon,41,1000000,0.4,38,50.0,263,30,41,60,Normal,,17.5,3,0
Linoone,"Pickup, Gluttony, Quick Feet",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,90,Rush,61,1000000,0.5,78,50.0,264,50,61,100,Normal,,32.5,3,0
Wurmple,"Polvo Escudo, Run Away",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,3840,70,195,255,Gusano,35,1000000,0.3,45,50.0,265,20,30,20,Bicho,,3.6,3,0
Silcoon,Mudar,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120,Capullo,55,1000000,0.6,50,50.0,266,25,25,15,Bicho,,10.0,3,0
Beautifly,"Enjambre, Rivalry",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,45,Mariposa,50,1000000,1.0,60,50.0,267,100,50,65,Bicho,Volador,28.4,3,0
